,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category
GO:0002699,GO:0002699,positive regulation of immune effector process,54/2052,92/6295,1.97462173523433e-07,4.85476527212937e-06,3.52615416687439e-06,SLAMF6/HLA-F/CD28/HLA-DMB/IL18/CD84/TNFRSF14/FCER1G/LILRB1/HLA-A/IL33/MICB/IL12RB1/HLA-B/SYK/TLR4/CD36/ITGB2/CD86/NOD2/ITGAM/PTPRC/LGALS9/CD74/RAET1E/NLRP3/SASH3/CD300A/MYB/CD226/CD40/RASGRP1/IL18R1/CADM1/PTAFR/FCER2/RAC2/ARG1/LAG3/TBX21/FOXF1/HLX/FGR/CD1D/IL6/VAV1/C3/GAB2/MZB1/PRKCZ/RIPK2/TGFB1/C17orf99/LBP,54,BP
GO:0050729,GO:0050729,positive regulation of inflammatory response,42/2052,66/6295,2.01803707113598e-07,4.903476041269e-06,3.56153418463949e-06,IDO1/CD28/PDE2A/IL18/TLR2/TLR7/FCER1G/PIK3CG/CCL18/LPL/IL33/TLR6/IL1RL1/TLR4/LRRK2/CCL3L3/CCL3L1/PLA2G7/FABP4/ITGB2/NOD2/ITGAM/PTGER4/CCL3/OSM/PLA2G2A/GBP5/GPSM3/IL15/F12/IL6ST/TNFRSF11A/AGTR1/MMP8/IL6/C3/CEBPA/CX3CL1/TGM2/CCR7/NLRP10/LBP,42,BP
GO:0031960,GO:0031960,response to corticosteroid,37/2052,56/6295,2.64911370451219e-07,6.25401559218645e-06,4.54246949212706e-06,FAM107A/KLF9/HSD3B2/MYOD1/EDN1/IL10/ICAM1/AKR1C3/AREG/SLIT3/AIF1/CYBB/BMP6/IGFBP2/GPER1/PTAFR/IGFBP7/ABCA3/ARG1/HTR1B/FBXO32/STC1/CCND1/SLIT2/IL6/EPO/CALM1/CDO1/HSD3B1/GBA/TGFB1/CRH/CDKN1A/SDC1/ENG/APOA2/ALPL,37,BP
GO:0007599,GO:0007599,hemostasis,83/2052,161/6295,3.65413298502022e-07,8.48207963841285e-06,6.1607758118512e-06,C4BPB/PDPN/P2RX5/WNT3A/ADTRP/ADRA2A/PIK3R6/FCER1G/PIK3CG/F13A1/EDN1/DGKE/VWF/HBB/PF4V1/A2M/SYK/HBG2/TLR4/GNA14/CD36/DGKH/TRPC6/F2RL3/LCP2/GNA15/PLEK/PIK3R5/GAS6/APOE/PRKCB/WAS/CD34/DGKG/PRKACB/KNG1/FERMT3/PRKG1/SH2B3/ARRB2/FLI1/PROS1/SERPINA1/P2RY12/TBXA2R/ADAMTS18/PIK3CD/VTN/P2RY1/CD40/F12/ADRA2B/ENPP4/GP5/F3/GATA4/PF4/IL6/PRKAR2B/VAV1/THBS1/SH2B2/EHD3/ADORA2A/ENTPD1/THBD/MAFF/SAA1/NFE2/TSPAN32/LMAN1/HIST1H3G/HIST1H3E/NOS3/HIST1H3A/ITGB3/GP9/GATA1/PROCR/TFPI/F2RL2/P2RX2/HBE1,83,BP
GO:1901342,GO:1901342,regulation of vasculature development,83/2052,161/6295,3.65413298502022e-07,8.48207963841285e-06,6.1607758118512e-06,ASB4/TMEM100/PDE3B/C5/ABCC8/C5AR1/PIK3R6/ADGRB1/C3AR1/MIR30C2/KLF2/RGCC/FGFBP1/IL10/MMRN2/HEY2/BMPER/HYAL1/ITGB2/COL4A3/FOXC1/VEGFC/FGF9/CYBB/SPRED1/PRKCB/CHI3L1/CD34/GPR4/GPER1/ADGRB2/SEMA3E/EFNB2/ENPP2/TBXA2R/NFATC2/STAB1/CXCL13/MIR126/HGF/CD40/CXCL10/APLNR/MYOCD/TNFSF12/SMOC2/RAMP2/SRPX2/RHOJ/AGTR1/DCN/HHEX/F3/GATA4/DLL4/WNT4/PF4/CX3CR1/TEK/IL6/MIR483/ADGRA2/THBS1/HDAC7/ECSCR/C3/ANGPT2/GPNMB/MIR23A/ADAM12/CX3CL1/FLT1/NPPB/MYDGF/LRG1/NOS3/MIR320A/CYP1B1/TERT/HK2/ENG/LEP/HMGA2,83,BP
GO:0050880,GO:0050880,regulation of blood vessel size,42/2052,67/6295,3.7170825922841e-07,8.55356165978768e-06,6.21269523810533e-06,KCNMB1/ADRA2A/HTR2B/CRP/EDN1/HBB/COMP/ICAM1/DRD1/FOXC1/APOE/DBH/ACE/KNG1/GPER1/UTS2B/PRKG1/HRH2/TBXA2R/GUCY1A1/SLC8A1/P2RY1/PTAFR/EPHX2/ASIC2/ADRA2B/ADRA1B/WDR35/CD38/AGTR1/HTR1B/ADRB2/EDNRA/DOCK4/HTR7/EDN2/ADORA2A/NPPB/NOS3/MTNR1B/HTR1D/LEP,42,BP
GO:0002366,GO:0002366,leukocyte activation involved in immune response,152/2052,335/6295,3.72610026575589e-07,8.55356165978768e-06,6.21269523810533e-06,CR1/SLAMF6/SLAMF1/NFASC/CD28/FCGR2B/HLA-DMB/IL18/CD84/PTPRB/AOC1/TLR2/C5AR1/FCGR2A/RAB37/VNN1/LAIR1/FCER1G/PIK3CG/C3AR1/CXCL1/LILRB1/HBB/GPR84/IL33/CTSG/IL10/LILRB2/IL12RB1/FPR1/SYK/SIGLEC9/CFD/CTSS/MFNG/ICAM1/TNFSF18/PECAM1/MILR1/TLR4/ADA2/CD36/ATP8A1/DOCK10/NFAM1/MMP9/CAMP/CD53/ITGB2/CD44/CD86/ALDH3B1/TYROBP/CD14/ITGAM/NCKAP1L/PTPRC/CD33/KCNAB2/DOCK2/CD93/PTPRN2/CD180/CYBB/LGALS9/BCL3/PRG2/PTGER4/LILRB3/CCL3/TTR/LYZ/CHI3L1/HAVCR2/FPR2/ARHGAP9/HSPA6/HK3/LEF1/NLRP3/GMFG/SERPINA1/GPR183/LRMP/TMEM173/TRPM2/PIK3CD/ITGAX/CD300A/MYB/HRNR/CHIT1/ITGAL/MNDA/GAPT/BATF/CD40/RASGRP1/DOK3/IL18R1/PPBP/JAK3/PTAFR/RAC2/ARG1/TBX21/MMP8/ENPP4/FOXF1/BST2/HLX/FGR/PKP1/ATP8B4/FTL/HVCN1/IL27RA/LAT2/IL6/NOTCH2/C3/FUCA1/PGM2/S100P/LAMP2/NEU1/ERP44/GAB2/PGM1/DNAJC3/BCL6/TICAM2/GLA/PRKCZ/CEACAM6/RIPK2/SERPINB12/CEACAM8/QPCT/LRG1/TGFB1/CD63/MGST1/SELL/SLCO4C1/RAB44/LTF/IL27/C17orf99/FCGR3B/LBP/RORC,152,BP
GO:0007596,GO:0007596,blood coagulation,82/2052,159/6295,4.20966490267193e-07,9.40384821000101e-06,6.8302825557218e-06,C4BPB/PDPN/P2RX5/WNT3A/ADTRP/ADRA2A/PIK3R6/FCER1G/PIK3CG/F13A1/EDN1/DGKE/VWF/HBB/PF4V1/A2M/SYK/HBG2/TLR4/GNA14/CD36/DGKH/TRPC6/F2RL3/LCP2/GNA15/PLEK/PIK3R5/GAS6/APOE/PRKCB/WAS/CD34/DGKG/PRKACB/KNG1/FERMT3/PRKG1/SH2B3/ARRB2/PROS1/SERPINA1/P2RY12/TBXA2R/ADAMTS18/PIK3CD/VTN/P2RY1/CD40/F12/ADRA2B/ENPP4/GP5/F3/GATA4/PF4/IL6/PRKAR2B/VAV1/THBS1/SH2B2/EHD3/ADORA2A/ENTPD1/THBD/MAFF/SAA1/NFE2/TSPAN32/LMAN1/HIST1H3G/HIST1H3E/NOS3/HIST1H3A/ITGB3/GP9/GATA1/PROCR/TFPI/F2RL2/P2RX2/HBE1,82,BP
GO:0097746,GO:0097746,regulation of blood vessel diameter,40/2052,63/6295,4.31107455867326e-07,9.47752105359121e-06,6.88379323849414e-06,KCNMB1/ADRA2A/HTR2B/CRP/EDN1/COMP/ICAM1/DRD1/APOE/DBH/ACE/KNG1/GPER1/UTS2B/PRKG1/HRH2/TBXA2R/GUCY1A1/SLC8A1/P2RY1/PTAFR/EPHX2/ASIC2/ADRA2B/ADRA1B/WDR35/CD38/AGTR1/HTR1B/ADRB2/EDNRA/DOCK4/HTR7/EDN2/ADORA2A/NPPB/NOS3/MTNR1B/HTR1D/LEP,40,BP
GO:0001906,GO:0001906,cell killing,39/2052,61/6295,4.61163410592226e-07,1.00849156368984e-05,7.32496120868649e-06,CCL13/SLAMF6/HLA-F/FCGR2B/IL18/HAMP/PIK3R6/LILRB1/HLA-A/CTSG/MICB/IL12RB1/HLA-B/ICAM1/NCR1/CAMP/PTPRC/LGALS9/RIPK3/LYZ/HAVCR2/REG3G/PRF1/RAET1E/ARRB2/CD226/APOL1/SLAMF7/RASGRP1/CADM1/FCER2/ARG1/LAG3/PF4/CD1D/VAV1/HIST1H2BK/LTF/LEP,39,BP
GO:0031341,GO:0031341,regulation of cell killing,27/2052,37/6295,5.37747001875215e-07,1.15673224600634e-05,8.40167546849115e-06,SLAMF6/HLA-F/FCGR2B/PIK3R6/LILRB1/HLA-A/MICB/IL12RB1/HLA-B/ICAM1/NCR1/PTPRC/LGALS9/RIPK3/HAVCR2/PRF1/RAET1E/ARRB2/CD226/RASGRP1/CADM1/FCER2/ARG1/LAG3/CD1D/VAV1/LEP,27,BP
GO:0019724,GO:0019724,B cell mediated immunity,36/2052,55/6295,5.46169463050412e-07,1.16376108665357e-05,8.45272793827548e-06,CR1/C4BPB/CD28/TLR8/FCGR2B/C5/CFI/C1QA/C7/FCER1G/C1QB/C2/CRP/C1R/IL10/C1QC/PTPRC/BCL3/CD74/SLA2/C1RL/CD226/GAPT/SUSD4/BATF/CD40/C1S/FCER2/TBX21/HLA-DQB1/IL27RA/C3/BCL6/TGFB1/C8G/C17orf99,36,BP
GO:0042136,GO:0042136,neurotransmitter biosynthetic process,28/2052,39/6295,5.73528315322703e-07,1.2096498224192e-05,8.7860308844787e-06,GAD1/DPYD/KLF2/EDN1/HBB/TLR6/IL10/RGN/ICAM1/TLR4/CD36/ITGB2/AIF1/DBH/CD34/NOS1AP/WDR35/SLC44A4/MMP8/CX3CR1/DAGLA/ACHE/GLA/SLC7A2/INSR/NOS3/CYP1B1/AGXT2,28,BP
GO:0002237,GO:0002237,response to molecule of bacterial origin,82/2052,160/6295,5.92074946651872e-07,1.23003570166926e-05,8.93409932658377e-06,FGF10/CYP1A2/IL12RB2/IDO1/PENK/FCGR2B/IL18/ABCC8/HAMP/TLR2/C5AR1/CCL2/PTGFR/CYP1A1/CXCL1/LILRB1/TLR1/EDN1/CTSG/TLR6/PF4V1/LY86/IL10/LILRB2/ICAM1/TLR4/CD36/CD86/NOD2/CD14/HCK/FMO1/PTGER2/CD180/LGALS9/PTGER4/CCL3/CASP1/BMP6/HAVCR2/MEF2C/PTGIR/MRC1/NLRP3/PDE4B/TREM2/TBXA2R/PLSCR4/CXCL13/ANKRD1/CD40/CXCL10/LY96/PPBP/PTAFR/ARG1/WDR35/TNFRSF11A/IL24/DCN/PF4/CX3CR1/IL6/IRAK2/EPO/THBD/CX3CL1/TICAM2/RIPK2/SCARB1/TGFB1/NOS3/MGST1/NUGGC/CCL5/LTF/TFPI/CCR7/CARD17/CD96/LBP/ALPL,82,BP
GO:0050817,GO:0050817,coagulation,82/2052,160/6295,5.92074946651872e-07,1.23003570166926e-05,8.93409932658377e-06,C4BPB/PDPN/P2RX5/WNT3A/ADTRP/ADRA2A/PIK3R6/FCER1G/PIK3CG/F13A1/EDN1/DGKE/VWF/HBB/PF4V1/A2M/SYK/HBG2/TLR4/GNA14/CD36/DGKH/TRPC6/F2RL3/LCP2/GNA15/PLEK/PIK3R5/GAS6/APOE/PRKCB/WAS/CD34/DGKG/PRKACB/KNG1/FERMT3/PRKG1/SH2B3/ARRB2/PROS1/SERPINA1/P2RY12/TBXA2R/ADAMTS18/PIK3CD/VTN/P2RY1/CD40/F12/ADRA2B/ENPP4/GP5/F3/GATA4/PF4/IL6/PRKAR2B/VAV1/THBS1/SH2B2/EHD3/ADORA2A/ENTPD1/THBD/MAFF/SAA1/NFE2/TSPAN32/LMAN1/HIST1H3G/HIST1H3E/NOS3/HIST1H3A/ITGB3/GP9/GATA1/PROCR/TFPI/F2RL2/P2RX2/HBE1,82,BP
GO:0050921,GO:0050921,positive regulation of chemotaxis,42/2052,68/6295,6.68235393849722e-07,1.35439905436371e-05,9.83738574668628e-06,FGF10/C5AR1/CMKLR1/C3AR1/CCL4/EDN1/RARRES2/IL16/PLA2G7/NCKAP1L/CSF1/VEGFC/GAS6/AIF1/LPAR1/LGALS9/CD74/CCL3/CAMK1D/FPR2/TMSB4X/P2RY12/TNFSF14/CXCL13/CXCL10/GPSM3/RAC2/SMOC2/PDGFRB/F3/CCL7/SLIT2/IL6/DSCAM/THBS1/EDN2/CALR/TGFB1/CCL5/RIPOR2/CCR7/LBP,42,BP
GO:0030449,GO:0030449,regulation of complement activation,22/2052,28/6295,7.41181410072461e-07,1.48058113406302e-05,1.07538820985716e-05,CR1/C4BPB/C5AR2/C5/CFI/C1QA/C5AR1/C7/C1QB/C2/C3AR1/C1R/A2M/C1QC/CFHR1/PROS1/VTN/CPN2/SUSD4/C1S/C3/C8G,22,BP
GO:2000257,GO:2000257,regulation of protein activation cascade,22/2052,28/6295,7.41181410072461e-07,1.48058113406302e-05,1.07538820985716e-05,CR1/C4BPB/C5AR2/C5/CFI/C1QA/C5AR1/C7/C1QB/C2/C3AR1/C1R/A2M/C1QC/CFHR1/PROS1/VTN/CPN2/SUSD4/C1S/C3/C8G,22,BP
GO:1901701,GO:1901701,cellular response to oxygen-containing compound,202/2052,471/6295,7.60921462218796e-07,1.51274099307134e-05,1.09874683061258e-05,RAMP3/ADCY2/PENK/FCGR2B/MAPT/PDE2A/PDE3B/IL18/WNT3A/SPAAR/PDE3A/AOC1/KCNMB1/HAMP/KLF9/TLR2/WNT5B/FOLR2/CCL2/PTGFR/ADRA2A/PIK3CG/ATP6V0D2/CXCL1/LILRB1/KLF2/MYOD1/EDN1/IGF1/KL/CTSG/TLR6/PF4V1/LY86/IL10/SESN3/LILRB2/RGN/ICAM1/AKR1C3/TLR4/SPP1/CD36/LRRK2/CPEB2/FBLN5/TRPC6/MMP9/GNA15/CD86/NOD2/DRD1/CD14/WNT2/CYP24A1/RYR2/HCK/PTGER2/KCNQ1/GAS6/AIF1/LPAR1/PTPRN2/CD180/SPI1/CYBB/MYO5A/SSTR1/PTGER4/PRKCB/CCL3/MAP4K1/CASP1/SOD3/BMP6/GUCY1B1/HAVCR2/PRKACB/SLA2/MEF2C/GPER1/MRC1/FPR2/PRKAA2/ADCY4/EPHA3/NLRP3/PDE4B/ADCY3/GPR27/TREM2/P2RY12/TBXA2R/TRPM2/MYB/PLSCR4/OR51E2/CXCL13/PDK4/SLC8A1/HGF/GRB14/FBN1/ENPP1/LRP6/P2RY1/ANKRD1/CD40/NTRK2/CXCL10/LY96/IGFBP5/GPR68/PPBP/CLEC7A/AKR1C1/AKR1C2/JAK3/PTAFR/IL15/IRS1/CACNB1/ARG1/GCK/WDR35/CSHL1/WNT9B/AGTR1/ADRB2/IL24/PDGFC/FBXO32/RARB/STC1/CSH1/PLCB1/LTK/PIK3R3/ZEB1/CCL7/NR4A2/EPHA5/HCN4/GATA4/NFATC4/PTK6/PF4/CACNA2D1/CX3CR1/SLIT2/IL6/PRKAR2B/GLRA2/ZNF35/SH2B2/IRAK2/ID3/CRYGD/NME8/CX3CL1/HSP90B1/PTPRN/MYOG/TICAM2/PRKCZ/HCN2/RIPK2/MMP2/RAB11FIP5/SCARB1/CYP11A1/INSR/TGFB1/NOS3/CRH/LRP8/NEURL1/ADCY5/WNT1/HSPA5/MGST1/CHRM4/FDX1/CYP1B1/NUGGC/CCL5/WNT10B/MLXIPL/ANO1/LTF/PAX2/INHBA/TFPI/KLF1/CARD17/GDF15/LBP/NCF1/LEP/RORC/SLC30A10/PKLR,202,BP
GO:0002790,GO:0002790,peptide secretion,120/2052,257/6295,1.11210172033348e-06,2.13629907808012e-05,1.5516548120478e-05,MCOLN2/TLR8/SLC30A8/FCGR2B/C5AR2/C5/TNFSF13B/DOC2B/TNFRSF14/ABCC8/CD22/ADTRP/TLR2/ADRA2A/HTR2B/CRP/LILRB1/MIR30C2/MAFA/RGCC/TLR1/EDN1/IGF1/SCAMP5/LPL/IL33/TLR6/IL10/SYK/IL1RL1/SYT11/TLR4/CD36/LRRK2/SRGN/LCP2/NOD2/PLEK/CD14/RPH3AL/VEGFC/CD200R1/GAS6/PTPRN2/LGALS9/MYO5A/CD74/PTGER4/SNCG/MBP/CCL3/CASP1/BMP6/CHI3L1/HAVCR2/CD34/NLRP1/GPER1/OSM/CACNA2D2/TMSB4X/NLRP3/GPR27/FFAR1/SYTL4/AIM2/GBP5/OR51E2/MMP7/RIMS2/ALOX15B/ANKRD1/CD40/CACNA1C/RASGRP1/CADM1/GPR68/TGFB3/IRS1/RHBDF2/GCK/MAPK11/CD38/MMP8/FGR/APOA1/LTBP2/EPHA5/IL6/NNAT/ACHE/ANXA4/ADORA2A/CD200/PAEP/CX3CL1/FAM3B/SAA1/PTPRN/CIDEA/PRKCZ/RIPK2/SRCIN1/RAB11FIP5/KISS1/TGFB1/CRH/ADCY5/MTNR1B/CCL5/TFR2/NOV/ANO1/DRD2/CCR7/CARD17/ANG/NLRP10/APOA2/LEP,120,BP
GO:0001910,GO:0001910,regulation of leukocyte mediated cytotoxicity,25/2052,34/6295,1.1352785995315e-06,2.14412844593336e-05,1.55734150471618e-05,SLAMF6/HLA-F/FCGR2B/PIK3R6/LILRB1/HLA-A/MICB/IL12RB1/HLA-B/ICAM1/NCR1/PTPRC/LGALS9/RIPK3/HAVCR2/RAET1E/ARRB2/CD226/RASGRP1/CADM1/ARG1/LAG3/CD1D/VAV1/LEP,25,BP
GO:0072593,GO:0072593,reactive oxygen species metabolic process,61/2052,112/6295,1.21445605995311e-06,2.28328729823763e-05,1.65841653912148e-05,CYP1A2/MAPT/TLR2/CYP1A1/ADGRB1/CRP/KLF2/EDN1/HBB/TLR6/IL10/RGN/SYK/NCF2/HBG2/ICAM1/AKR1C3/TLR4/CD36/LRRK2/FBLN5/ITGB2/ITGAM/AIF1/CYBB/NRROS/RIPK3/SOD3/CD34/FPR2/PDK4/NOXA1/NOS1AP/EPHX2/RAC2/BCO2/WDR35/PDGFRB/AGTR1/MMP8/SFTPD/CX3CR1/VAV1/THBS1/GLA/SLC7A2/INSR/TGFB1/NOS3/CDKN1A/CYP1B1/HK2/PAX2/AGXT2/NCF1B/NCF1C/NCF1/LEP/SLC30A10/HBZ/HBE1,61,BP
GO:0150076,GO:0150076,neuroinflammatory response,20/2052,25/6295,1.45466300381176e-06,2.68627768037239e-05,1.95111992136998e-05,TLR8/MAPT/IL18/TLR2/TLR7/IL33/TLR6/LRRK2/MMP9/ITGB2/ITGAM/PTPRC/CD200R1/AIF1/FPR2/MMP8/IL6/ADORA2A/CD200/CX3CL1,20,BP
GO:1902105,GO:1902105,regulation of leukocyte differentiation,68/2052,129/6295,1.47868300445609e-06,2.71855216084737e-05,1.97456179495837e-05,CR1/TMEM176A/ZBTB16/TMEM176B/CD28/FCGR2B/CTLA4/IL18/TNFSF9/PIK3R6/VNN1/LILRB1/LILRB4/DTX1/LILRB2/IL12RB1/SYK/C1QC/KITLG/TLR4/NFAM1/CD86/TYROBP/NCKAP1L/CSF1/PTPRC/CD4/HLA-DOA/GAS6/LGALS9/CD74/MAFB/LILRB3/EVI2B/CCL3/NRARP/LEF1/NLRP3/SASH3/DCSTAMP/ZAP70/NFATC2/MYB/SIGLEC15/FBN1/RASGRP1/TOX/GPR68/JAK3/IL15/TBX21/TMEM178A/HLX/ZEB1/ITPKB/TESPA1/CD83/PF4/NOTCH2/BCL6/PRKCZ/RIPK2/FSTL3/TGFB1/LTF/INHBA/IL27/INHA,68,BP
GO:0051606,GO:0051606,detection of stimulus,52/2052,92/6295,1.67432801425068e-06,3.06294716498122e-05,2.22470568674423e-05,SCN1A/TRPA1/RP1/CACNA2D4/KCNMB1/TLR2/OR10J3/TLR1/TLR6/PKD1L3/TLR4/NOD2/RYR2/BEST1/ARRB2/NLRP3/OR51B4/CST4/TREM2/PIP/CABP4/OR51E2/LY96/CADM1/PKD2L1/OR8A1/PDE6B/ASIC2/TGFB3/GCK/TAS1R3/OR3A1/GPR88/PDE6G/FOXF1/COL11A1/RTP4/CD1D/PDE6C/CALM1/RHO/OR10A3/SCARB1/NMT2/GNGT1/PIEZO2/GUCA1A/OR2T8/ANO1/LBP/P2RX2/HMGA2,52,BP
GO:0019226,GO:0019226,transmission of nerve impulse,21/2052,27/6295,1.80835063833305e-06,3.26682474011905e-05,2.3727877712132e-05,SCN1A/OTOA/NFASC/SCN1B/SCN9A/SCN2A/MAG/NRCAM/CACNA1H/GRIK2/SCN7A/SCN11A/DRD1/GPER1/SCN3A/NTRK2/GPR88/CACNA1I/GBA/MTNR1B/TNR,21,BP
GO:1905517,GO:1905517,macrophage migration,22/2052,29/6295,2.12456784862185e-06,3.77246983377084e-05,2.7400521916324e-05,MCOLN2/C5/MMP28/C5AR1/CCL2/CMKLR1/C3AR1/RARRES2/CSF1/CD200R1/CCL3/CKLF/P2RY12/SFTPD/CX3CR1/THBS1/EDN2/CD200/CYP19A1/CX3CL1/SAA1/CCL5,22,BP
GO:0042108,GO:0042108,positive regulation of cytokine biosynthetic process,19/2052,24/6295,3.61157271649167e-06,6.07533790972587e-05,4.41269080681083e-05,CD28/TLR8/TLR7/TLR1/TLR6/SYK/TLR4/CD86/PTPRC/CD4/CYBB/BCL3/PTAFR/THBS1/EREG/EBI3/IL27/APOA2/LBP,19,BP
GO:0045597,GO:0045597,positive regulation of cell differentiation,179/2052,418/6295,3.82200876001473e-06,6.4034058055892e-05,4.65097585524713e-05,ASB4/ZBTB16/TMEM100/PDPN/ASPA/PROM1/PLXNA4/MAPT/BMP5/IL18/SCN1B/WNT3A/PDE3A/CDH15/TNFSF9/HAMP/TLR2/WNT5B/MAG/CMKLR1/PIK3R6/NRCAM/VNN1/ADGRB1/LILRB4/RGCC/MYOD1/EDN1/RANBP3L/IGF1/LPL/GDNF/NBL1/LILRB2/IL12RB1/RARRES2/SYK/KITLG/PLXNC1/CD36/DPYSL3/TRPC6/CD53/CD86/SEMA3C/NCKAP1L/CSF1/PTPRC/TCF4/CD4/FOXC1/VEGFC/GAS6/SEMA3A/LPAR1/LGALS9/NDNF/CD74/APOE/EVI2B/MYOC/BMP6/CD34/CAMK1D/CASS4/CDON/MEF2C/GPER1/SOX5/HEYL/SYT3/MAP6/EPHA3/LEF1/ARRB2/NLRP3/EFNB2/SASH3/PTPRD/P2RY12/DCSTAMP/MSR1/ZAP70/GDF7/GDF6/TNFSF14/NFATC2/PLA2G2A/MYB/RIMS2/BEND6/ALOX15B/ZEB2/HGF/PDE5A/ANKRD1/NTRK2/RASGRP1/BTC/TOX/GPR68/METRN/IL15/MYOCD/ALKAL2/IL6ST/TGFB3/ADRA2B/MAPK11/RAMP2/JAG1/AGTR1/TBX5/GJC2/FAM20C/RARB/RHEX/HLX/PLCB1/LTK/ZEB1/APOA1/ITPKB/ELL3/RASAL1/CXCR4/TESPA1/HOXA11/LMOD3/CD83/GATA4/WNT4/RUNX2/PTK6/PF4/NKX2-5/CX3CR1/SLIT2/IL6/ARHGAP35/DSCAM/BMPR1B/ID4/LPAR3/MIR200C/EPO/CEBPA/CRB2/NELL1/CX3CL1/MYOG/BCL6/PRKCZ/RIPK2/L1CAM/DLX2/CALR/TGFB1/RBM24/LRP8/NEURL1/HSPA5/SHANK1/TERT/GATA1/WNT10B/RIPOR2/TRPC5/ENG/LTF/PAX2/DRD2/ADAMTS20/INHBA/TENM4/GDF15/CDH2/SPDEF/RELN,179,BP
GO:0001505,GO:0001505,regulation of neurotransmitter levels,71/2052,139/6295,3.94035496694734e-06,6.57517063761695e-05,4.77573354057833e-05,GAD1/PRIMA1/DOC2B/TLR2/DPYD/KLF2/EDN1/SYN2/MCTP1/RIMS3/HBB/GDNF/TLR6/IL10/RGN/ICAM1/SYT11/TLR4/CD36/LRRK2/ITGB2/DRD1/AIF1/PTPRN2/DPYS/CADPS2/DBH/SNCG/PRKCB/CD34/MEF2C/GPER1/SYT3/SDS/SLC1A7/RIMS2/LIN7A/P2RY1/NOS1AP/CASK/WDR35/SLC44A4/HTR1B/MMP8/SLC22A3/SEPT5/KCNJ10/SYT6/APBA1/NAALAD2/CX3CR1/DAGLA/PRRT2/ACHE/ADORA2A/GCAT/CALM1/SLC1A6/MAOA/STX11/GLA/TRIM9/SLC7A2/INSR/SLC6A9/NOS3/SYT12/CYP1B1/OTOF/AGXT2/DRD2,71,BP
GO:1901654,GO:1901654,response to ketone,44/2052,76/6295,4.44125079953454e-06,7.38135882882641e-05,5.36129096516444e-05,ADCY2/KLF9/TLR2/PTGFR/HSD3B2/KLF2/EDN1/ICAM1/AKR1C3/SPP1/PTGER2/SLIT3/CYBB/PTGER4/MAP4K1/PRKAA2/TXNIP/ADCY3/TBXA2R/AKR1C2/PTAFR/IGFBP7/TGFB3/ARG1/RAMP2/FOXP2/CD38/GABRB1/FBXO32/CCND1/SLIT2/THBS1/EPO/CALM1/CA9/HSD3B1/GBA/CALR/TGFB1/CRH/CDKN1A/ADCY5/FDX1/CCR7,44,BP
GO:1903522,GO:1903522,regulation of blood circulation,60/2052,113/6295,4.48720687083145e-06,7.42802571645604e-05,5.39518645362708e-05,SPX/SCN1B/KCNJ5/ADRA2A/FGF13/PIK3CG/CACNA1H/HBEGF/EDN1/CELF2/ANK2/KCNJ2/ICAM1/HEY2/TNNI3/TMIGD3/ADORA3/RYR2/KCNH2/PTGER2/KCNQ1/SEMA3A/DBH/ACE/SCN4B/GJC1/CLIC2/PDE4B/HRH2/TBXA2R/OR51E2/SLC8A1/PDE5A/CACNA1C/BVES/KCNK3/NOS1AP/TBX2/PTAFR/ASIC2/ADRA2B/ADRA1B/CD38/AGTR1/STC1/DOCK4/HCN4/GATA4/CACNA2D1/NKX2-5/EHD3/EDN2/CALM1/MYL4/NOS3/KCNN2/TACR3/DRD2/LEP/MYH6,60,BP
GO:0003012,GO:0003012,muscle system process,91/2052,189/6295,4.73691812414159e-06,7.81027571659059e-05,5.67282550622971e-05,SCN1A/SPX/MYH11/MYH13/KCNMA1/SCN1B/ABCC8/HAMP/KCNJ5/ADRA2A/PIK3CG/HTR2B/CACNA1H/MYOD1/EDN1/IGF1/GDNF/ANK2/SCN7A/COMP/KCNJ2/HEY2/SNTB1/SORBS2/TNNI3/DTNA/TNNT1/DRD1/RYR2/KCNH2/KCNQ1/AIF1/MYOC/SCN4B/MEF2C/GPER1/GJC1/PRKG1/CLIC2/PDE4B/TBXA2R/MYBPC2/GUCY1A1/SLC8A1/P2RY1/PDE5A/CACNA1C/RCSD1/IGFBP5/NOS1AP/PTAFR/IL15/MYOCD/IGSF22/IL6ST/ADRA2B/GATM/SYNM/ADRA1B/CD38/ADRB2/EDNRA/TNNC2/STC1/DOCK4/HTR7/HCN4/LMOD3/GATA4/CACNA2D1/NKX2-5/KLHL41/LMOD1/EHD3/EDN2/MIR23A/KLF15/CALM1/SLC6A8/MYOG/MYL4/SLN/NOS3/KCNN2/HTR1D/TACR3/DRD2/TMOD1/LEP/MYH6/P2RX2,91,BP
