"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051707","GO:0051707","response to other organism","158/1842","318/4998",9.3785441047588e-07,2.82398383598848e-05,2.16638884291212e-05,"FGF10/CYP1A2/CCL13/IL12RB2/IDO1/STAB2/PENK/CYP1A1/MPEG1/CCL8/TLR8/FCGR2B/IL18/ABCC8/TNFRSF14/PTGFR/CCL2/HAMP/TLR2/C5AR1/FCER1G/TLR7/LILRB1/KLHL6/ADGRB1/IFIT1B/FER1L6/CRP/LPL/LILRB2/CCL4/TNFSF8/CXCL1/TLR1/SCN7A/IL12RB1/EDN1/ICAM1/PF4V1/TLR6/FAM20A/IL33/CTSG/LY86/IL10/RARRES2/IL22RA1/SYT11/MICB/SYK/RGS1/NFIB/HYAL1/TLR4/RNASE6/REG3G/CD36/FABP4/CD86/CD14/NOD2/CD4/CAMP/HCK/PTPRC/BCL3/LYZ/IFITM2/CD180/CCDC80/PTGER2/LGALS9/SIGLEC11/TMEM255A/PLA2G2A/CCL3/PTGER4/FMO1/PRG2/CUBN/CASP1/NLRP1/CYP2E1/HAVCR2/PDE4B/ABCC9/IFI16/BMP6/MRC1/PTGIR/MEF2C/PRF1/GUCY1A1/NLRP3/CGAS/CHIT1/AIM2/RNF125/STAB1/TREM2/TBXA2R/MMP7/FAM111A/PLSCR4/TMEM173/FCN3/FKBP5/BATF2/BATF/CLEC7A/CD40/PTAFR/AGBL4/SLFN11/PPBP/IL15/CEBPE/ADAMTS5/IFI44/LY96/MAPK11/DCN/TNFRSF11A/ARG1/WDR35/FGR/BST2/CCR5/HIST1H2BK/DNAJC3/TENT5A/HTRA1/TICAM2/RIPK2/HIST1H2BG/LRG1/SCARB1/CXCL12/TSPAN32/TGFB1/NOS3/CX3CL1/LCN2/MGST1/DMBT1/CCL5/NUGGC/TFPI/IL27/LTF/HIST1H2BF/CCR7/CD96/CARD17/NLRP10/LBP/HMGA2/ALPL",158
"GO:0034220","GO:0034220","ion transmembrane transport","188/1842","389/4998",9.56835371390723e-07,2.85845149532e-05,2.19283033725267e-05,"SCN1A/MCOLN2/RAMP3/TRPA1/LRRC38/PDPN/SLC24A4/ARC/GRIA4/SLC16A10/GLRB/KCNMA1/GRID1/SLC30A8/SCN1B/SLC22A16/CACNA2D4/PDE2A/NALCN/WNT3A/KCNA4/ABCC8/CACNB4/P2RX5/SCN9A/SCN2A/TMEM163/HAMP/CLCA2/CACNA1H/KCNMB1/ATP6V0D2/MCOLN3/ADRA2A/KCNJ5/FOLR2/FGF14/KCNQ3/KCNJ16/PIK3CG/SLC30A4/HTR2B/ATP12A/GRIK2/ADAMTS8/SCN7A/ANK2/PKD1L3/SLC9A9/SLC17A4/KCNJ2/CTSS/LRRC55/COX4I2/SCN11A/SLC25A48/MMP9/RGN/GSG1L/RYR2/TRPC6/GRIN2C/ATP8A1/KCNAB1/GABRA4/F2RL3/TTYH2/KCNIP3/PTPRC/CYBB/KCNQ1/SLC25A27/GAS6/KCNAB2/KCNH2/BEST1/MYO5A/SLC7A7/GPER1/FHL1/CCL3/SCN4B/TRPM2/KCNS2/KCNK17/PDE4B/ABCC9/GJC1/NDUFA4L2/MEF2C/HECW2/SLC37A2/SLC1A7/CLIC2/KCNA3/CACNA2D2/TMSB4X/NIPAL2/PLP2/KCNK3/P2RY12/JPH4/TRPM6/NOS1AP/FXYD2/PKD2L1/CACNA1C/APOL1/CEMIP/SLC38A6/SLC16A7/TMC8/SLC8A1/APLNR/PTAFR/SLC12A2/CACNB1/RRAD/CNGB1/SLC44A4/GJC2/ADRB2/SLC2A6/KCNQ4/KCNJ10/KCNIP4/RASA3/CCR5/RGS9/CLCN4/ATP1B2/SLC6A6/GABRA2/CALM1/CLIC3/SLC6A8/CACNA1I/SLC7A2/ERO1A/RHD/SLC25A30/SLC2A12/SCNN1G/TGFB1/KCNJ6/JPH3/SLC4A4/GLRX/SLC6A19/SCNN1B/SLC7A5/HCN2/TUSC3/CX3CL1/CD63/SLN/SLC16A3/SHANK1/SLC6A9/KCNA6/STEAP4/KCNN2/SLC9A2/SLC39A8/MTNR1B/ABCB1/GEM/ATP13A4/REM2/SLC4A1/KCNH4/ANO1/SLC30A2/SLC25A47/PIEZO2/SLC38A3/WNK4/TRPC5/ATP2C2/DRD2/CCR7/ASIC4/ABCB11/KCNA7/RHAG/P2RX2/RELN/SLC30A10",188
"GO:0002455","GO:0002455","humoral immune response mediated by circulating immunoglobulin","20/1842","23/4998",9.81684511087194e-07,2.90977424614439e-05,2.23220203384547e-05,"CR1/C4BPB/FCGR2B/C5/CFI/C1QA/C1QB/C2/C7/CRP/C1R/C1QC/PTPRC/BCL3/C1RL/SUSD4/FCER2/C1S/FOXJ1/C8G",20
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","26/1842","33/4998",9.91061156563408e-07,2.91479537054385e-05,2.23605393545314e-05,"CCL13/CCL8/ACKR1/CCL2/CCL18/CMKLR1/CCL3L1/CCL3L3/CCL4/CXCL1/EDN1/PF4V1/CCR9/SLIT3/FOXC1/CCL3/CCL4L1/TREM2/CCR10/PPBP/CCR5/CXCL12/CX3CL1/CCL5/CCR7/CCRL2",26
"GO:1902533","GO:1902533","positive regulation of intracellular signal transduction","192/1842","399/4998",1.05804164459658e-06,3.0878538458457e-05,2.36881388446116e-05,"FGF10/CCL13/RAMP3/FGF7/MUSK/TGFA/SLAMF1/CD28/CCL8/TNFAIP8L3/FCGR2B/PYHIN1/IL18/C5AR2/C5/P2RX5/CCL2/CCL18/GUCY1A2/TLR2/C5AR1/EDA/ADRA2A/TLR7/PIK3R6/CCL3L1/CCL3L3/PIK3CG/TCIM/HBEGF/CCL4/HTR2B/KL/EDN1/IGF1/SCIMP/FPR1/ICAM1/TLR6/MRAP/SYK/APOL3/KITLG/SECTM1/AKR1C3/PECAM1/TLR4/ERBB4/TNFSF18/LRRK2/RUNDC3A/GPR65/CSF1/CD36/CD86/F2RL3/MID2/CD44/SAMD5/CD14/NOD2/CD4/PIK3R5/MAP3K21/PTPRC/HCST/NTRK2/BMPER/LPAR1/PLA2G5/RIPK3/GAS6/MARCO/IGFBP4/P2RY8/MYOC/CD74/MLKL/LGALS9/GPER1/SEMA3A/PLA2G2A/CCL3/CDON/CASP1/PRKCB/MAP4K1/CHI3L1/HAVCR2/RASGRP4/CCL4L1/SPRED1/SH3RF3/DOK5/GPR4/FPR2/LPAR6/GUCY1A1/OSM/CGAS/EPHA3/ARRB2/ZAP70/TNFSF14/GPR183/TREM2/GDF6/P2RY12/TNFRSF10A/RASGRP1/PIK3CD/PDE5A/ZEB2/HGF/CD300A/SHC2/NOS1AP/FGD2/P2RY1/TGFB3/LTK/CHP2/IRS1/TNFRSF19/IL6ST/CD40/CSH1/LURAP1L/SEPT4/ADRA2B/IGFBP5/TNFSF15/IL15/ALKAL2/ADRA1B/C1QTNF2/ITPKB/PDGFRB/IL18R1/PLCB1/MEIS3/MAPK11/DCN/ADRB2/CASP10/TNFRSF11A/PDE6G/PDGFC/FGR/CSHL1/BST2/F3/PTK6/VAV1/GADD45B/NOTCH2/PTP4A3/GPNMB/IL20RA/MIR23A/PRKCZ/CALM1/TICAM2/SAA1/FLT1/RIPK2/LPAR3/CALR/KISS1/TGFB1/MYDGF/TGM2/INSR/LURAP1/TDGF1/C10orf71/CX3CL1/CCL5/GUCA1A/EREG/LEP/ENG/LTF/DRD2/CDH2/CCR7/GDF15/NCF1/F2RL2/P2RX2/RELN/SLC30A10",192
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","31/1842","42/4998",1.11327318732175e-06,3.22424310893033e-05,2.47344344149831e-05,"CD28/TNFSF13B/IL18/HLA-DMB/TNFSF9/LILRB2/IL12RB1/IGF1/SYK/CD86/CD4/NCKAP1L/PTPRC/HLA-DPA1/AIF1/LGALS9/HLA-DPB1/HAVCR2/SASH3/ZAP70/IGFBP2/IL6ST/CD209/JAK3/IL15/RASAL3/RIPK2/CCL5/EBI3/LEP/SPTA1",31
"GO:0044057","GO:0044057","regulation of system process","101/1842","188/4998",1.18002372979935e-06,3.39167426580207e-05,2.60188645366444e-05,"FGF10/SPX/CELF4/TMEM100/SCN1B/ABCC8/HAMP/CACNA1H/ADRA2A/KCNJ5/MAG/PIK3CG/HBEGF/FGF13/ANK2/EDN1/IGF1/ICAM1/CELF2/IL10/KCNJ2/SCN11A/HEY2/TNNI3/RYR2/TNNT1/LRRK2/DBH/TMIGD3/ADORA3/KCNQ1/GAS6/KCNH2/AIF1/PTPRO/PRKG1/PTGER2/GPER1/SEMA3A/CCL3/SCN4B/ACE/PDE4B/BMP6/GJC1/HRH2/CLIC2/GUCY1A1/OR51E2/TBXA2R/KCNK3/PDE5A/HGF/NOS1AP/CACNA1C/BVES/TBX2/IL6ST/SLC8A1/PTAFR/ADRA2B/IGFBP5/AGTR1/MYOCD/ADRA1B/TNNC2/DOCK4/APLN/NKX2-5/ADRB2/FBXO32/STC1/GATA4/ATP1B2/ADORA2A/PRKCZ/CALM1/RAB11FIP5/BDKRB2/GBA/KISS1/NOS3/NPPB/TNNI1/SLN/MYL4/SHANK1/KCNN2/MTNR1B/APOA5/NOV/TNR/TACR3/LEP/WNK4/TENM4/INHBA/DRD2/INHA/APOA2/RELN",101
"GO:0008015","GO:0008015","blood circulation","100/1842","186/4998",1.27491771482885e-06,3.6368705338802e-05,2.78998613494403e-05,"SCN1A/SPX/ELN/SCN1B/PDE2A/PDE3A/CACNA1H/KCNMB1/ADRA2A/KCNJ5/PIK3CG/CRP/C3AR1/HBEGF/HTR2B/HBB/ANK2/EDN1/ICAM1/CELF2/CTSG/KCNJ2/HEY2/TNNI3/RYR2/TNNT1/COMP/DBH/TMIGD3/COL4A3/ADORA3/KCNQ1/GAS6/FOXC1/KCNH2/APOE/PTPRO/PRKG1/VEGFC/PTGER2/CD34/GPER1/SEMA3A/SCN4B/GUCY1B1/ACE/PDE4B/GJC1/HRH2/UTS2B/KNG1/CLIC2/GUCY1A1/OR51E2/FLI1/TBXA2R/KCNK3/PDE5A/NOS1AP/P2RY1/EPHX2/CACNA1C/BVES/TBX2/SLC8A1/PTAFR/ADRA2B/AGTR1/ADRA1B/HTR1B/DOCK4/RAMP2/APLN/EDNRA/NKX2-5/ADRB2/STC1/WDR35/HTR7/DLL4/GATA4/RCAN1/PTP4A3/MIR23A/ADORA2A/CALM1/NFE2/BDKRB2/CXCL12/TGFB1/NOS3/NPPB/MYL4/HTR1D/KCNN2/MTNR1B/TACR3/LEP/DRD2/P2RX2",100
"GO:0009607","GO:0009607","response to biotic stimulus","162/1842","329/4998",1.3842927488474e-06,3.89866661575653e-05,2.99082018493655e-05,"FGF10/CYP1A2/CCL13/IL12RB2/IDO1/STAB2/PENK/CYP1A1/MPEG1/CCL8/TLR8/FCGR2B/IL18/ABCC8/TNFRSF14/PTGFR/CCL2/HAMP/TLR2/C5AR1/FCER1G/TLR7/LILRB1/KLHL6/ADGRB1/IFIT1B/FER1L6/CRP/LPL/LILRB2/CCL4/TNFSF8/CXCL1/TLR1/SCN7A/IL12RB1/EDN1/ICAM1/PF4V1/TLR6/FAM20A/IL33/CTSG/LY86/IL10/RARRES2/IL22RA1/SYT11/MICB/SYK/RGS1/NFIB/HYAL1/TLR4/RNASE6/REG3G/CD36/FABP4/CD86/CD14/NOD2/IGFBPL1/CD4/CAMP/HCK/PTPRC/BCL3/LYZ/IFITM2/CD180/CCDC80/PTGER2/LGALS9/SIGLEC11/TMEM255A/PLA2G2A/CCL3/PTGER4/FMO1/PRG2/CUBN/CASP1/NLRP1/CYP2E1/HAVCR2/PDE4B/ABCC9/IFI16/BMP6/MRC1/PTGIR/TXNIP/MEF2C/PRF1/GUCY1A1/NLRP3/CGAS/CHIT1/AIM2/RNF125/STAB1/TREM2/TBXA2R/CD226/MMP7/FAM111A/PLSCR4/TMEM173/FCN3/FKBP5/BATF2/BATF/CLEC7A/CD40/PTAFR/AGBL4/SLFN11/PPBP/IL15/CEBPE/ADAMTS5/IFI44/LY96/MAPK11/DCN/TNFRSF11A/ARG1/WDR35/FGR/BST2/CCR5/HIST1H2BK/DNAJC3/TENT5A/HTRA1/TICAM2/RIPK2/HIST1H2BG/LRG1/SCARB1/CXCL12/TSPAN32/TGFB1/NOS3/HSPA5/CX3CL1/LCN2/MGST1/DMBT1/CCL5/NUGGC/TFPI/IL27/LTF/HIST1H2BF/CCR7/CD96/CARD17/NLRP10/LBP/HMGA2/ALPL",162
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","45/1842","69/4998",1.39460251214119e-06,3.89866661575653e-05,2.99082018493655e-05,"RAMP3/ADCY2/PDE2A/PDE3B/PDE3A/PTGFR/GNAL/ADRA2A/ADGRB1/HTR2B/MRAP/ADGRD1/RUNDC3A/GPR65/CD36/ADGRB2/LPAR1/APOE/PRKG1/PTGER2/ADCY3/GPER1/GUCY1B1/PTGER4/ADGRE1/PTGIR/ADGRL2/ADCY4/CGAS/TBXA2R/APLNR/ADRA2B/PDE4A/ADRA1B/RAMP2/ADRB2/PEX5L/ADRA1D/ADORA2A/CALM1/ADCY5/MTNR1B/GUCA1A/ADGRL3/DRD2",45
"GO:0042098","GO:0042098","T cell proliferation","49/1842","77/4998",1.40666593165441e-06,3.89866661575653e-05,2.99082018493655e-05,"IDO1/CD28/TNFSF13B/IL18/HLA-DMB/TNFRSF14/TNFSF9/LILRB1/PIK3CG/LILRB2/IL12RB1/IGF1/IL10/SYK/TNFSF18/CD86/CD4/NCKAP1L/PTPRC/DOCK2/HLA-DPA1/RIPK3/AIF1/LGALS9/HLA-DPB1/HAVCR2/SASH3/ZAP70/TNFSF14/IGFBP2/PDE5A/SATB1/IL6ST/CD209/JAK3/RAC2/IL15/RASAL3/ARG1/GPNMB/FOXJ1/RIPK2/TGFB1/CLC/CCL5/EBI3/LEP/IL27/SPTA1",49
"GO:0042742","GO:0042742","defense response to bacterium","46/1842","71/4998",1.40779474527845e-06,3.89866661575653e-05,2.99082018493655e-05,"STAB2/MPEG1/TNFRSF14/HAMP/TLR2/C5AR1/FCER1G/ADGRB1/CRP/TNFSF8/TLR6/CTSG/IL10/RARRES2/IL22RA1/SYT11/SYK/TLR4/RNASE6/REG3G/CD36/NOD2/CD4/CAMP/BCL3/LYZ/SIGLEC11/PLA2G2A/PRG2/NLRP1/HAVCR2/NLRP3/STAB1/MMP7/PPBP/CEBPE/ADAMTS5/FGR/HIST1H2BK/RIPK2/HIST1H2BG/DMBT1/LTF/HIST1H2BF/NLRP10/LBP",46
"GO:0002791","GO:0002791","regulation of peptide secretion","94/1842","173/4998",1.44090618015098e-06,3.96144786050205e-05,3.03898214196603e-05,"TLR8/FCGR2B/SLC30A8/C5AR2/C5/ABCC8/DOC2B/TNFRSF14/CD22/TLR2/ADTRP/ADRA2A/LILRB1/CRP/LPL/HTR2B/TLR1/SCAMP5/IL1RL1/RGCC/IGF1/TLR6/IL33/IL10/SYT11/SYK/TLR4/LRRK2/SRGN/CD14/NOD2/RPH3AL/CD200R1/GAS6/CD74/VEGFC/LGALS9/CD34/GPER1/MBP/CCL3/PTGER4/CASP1/NLRP1/HAVCR2/BMP6/NLRP3/OSM/OR51E2/CACNA2D2/TMSB4X/AIM2/SYTL4/GPR27/ALOX15B/RASGRP1/CADM1/CACNA1C/TGFB3/IRS1/GCK/CD40/GPR68/MAPK11/APLN/RHBDF2/FGR/IL1R2/CD200/ADORA2A/PRKCZ/RAB11FIP5/PAEP/SAA1/SRCIN1/RIPK2/CIDEA/ACHE/KISS1/TGFB1/CX3CL1/ADCY5/MTNR1B/CCL5/NOV/TFR2/ANO1/LEP/DRD2/CCR7/CARD17/NLRP10/ANG/APOA2",94
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","64/1842","108/4998",1.46199769049191e-06,3.96386753915008e-05,3.04083837243015e-05,"FGF10/ZBTB16/CD28/TNFSF13B/WNT3A/IL18/CTLA4/HLA-DMB/TNFRSF14/CCL2/LILRB4/TNFSF9/VNN1/LILRB1/PIK3R6/LILRB2/IL12RB1/IGF1/SYK/TLR4/CD86/NOD2/CD4/NCKAP1L/PTPRC/HLA-DPA1/GAS6/AIF1/CD74/LGALS9/HLA-DPB1/HAVCR2/MEF2C/NLRP3/NFATC2/EFNB2/SASH3/ZAP70/TNFSF14/GPR183/IGFBP2/RASGRP1/MYB/IL6ST/CD40/CD209/JAK3/IL15/TOX/RASAL3/ITPKB/HLX/VAV1/PRKCZ/BCL6/RIPK2/TGFB1/GRAP2/CCL5/EBI3/LEP/SPTA1/CCR7/CD320",64
"GO:0019724","GO:0019724","B cell mediated immunity","33/1842","46/4998",1.46268174876387e-06,3.96386753915008e-05,3.04083837243015e-05,"CR1/C4BPB/CD28/TLR8/FCGR2B/C5/CFI/C1QA/FCER1G/C1QB/C2/C7/CRP/C1R/IL10/C1QC/PTPRC/BCL3/CD74/SLA2/CD226/C1RL/BATF/GAPT/SUSD4/CD40/FCER2/C1S/FOXJ1/BCL6/TGFB1/C8G/C17orf99",33
"GO:0002790","GO:0002790","peptide secretion","110/1842","209/4998",1.4978000734518e-06,4.03025069409655e-05,3.09176349615098e-05,"MCOLN2/TLR8/FCGR2B/SLC30A8/TNFSF13B/C5AR2/C5/ABCC8/DOC2B/TNFRSF14/CD22/TLR2/ADTRP/ADRA2A/LILRB1/CRP/LPL/HTR2B/TLR1/SCAMP5/MAFA/IL1RL1/RGCC/EDN1/IGF1/TLR6/IL33/IL10/SYT11/SYK/TLR4/LRRK2/SRGN/CD36/PLEK/LCP2/CD14/NOD2/RPH3AL/CD200R1/SNCG/GAS6/MYO5A/CD74/VEGFC/LGALS9/PTPRN2/CD34/GPER1/MBP/CCL3/PTGER4/CASP1/NLRP1/CHI3L1/HAVCR2/BMP6/NLRP3/OSM/OR51E2/CACNA2D2/TMSB4X/AIM2/SYTL4/GPR27/ALOX15B/MMP7/RASGRP1/CADM1/CACNA1C/TGFB3/IRS1/GCK/CD40/GPR68/LTBP2/MAPK11/APLN/RHBDF2/FGR/LTBP4/IL1R2/CD200/ADORA2A/PRKCZ/RAB11FIP5/PAEP/SAA1/SRCIN1/RIPK2/CIDEA/ACHE/FAM3B/KISS1/TGFB1/CX3CL1/PTPRN/ADCY5/MTNR1B/CCL5/NOV/TFR2/ANO1/LEP/DRD2/CCR7/CARD17/NLRP10/ANG/APOA2",110
"GO:0043270","GO:0043270","positive regulation of ion transport","63/1842","106/4998",1.53234442342001e-06,4.09416531158839e-05,3.14079490789942e-05,"RAMP3/LRRC38/ARC/SCN1B/ABCC8/P2RX5/CCL2/KCNMB1/ADRA2A/FGF14/CCL4/ANK2/EDN1/KCNJ2/CTSS/LRRC55/GDNF/RGN/RYR2/TRPC6/ATP8A1/F2RL3/CD4/KCNQ1/KCNH2/APOE/GPER1/FHL1/CCL3/SCN4B/ERFE/ARRB2/TMSB4X/P2RY12/NOS1AP/P2RY1/CEMIP/APLNR/PTAFR/PDGFRB/CASK/NKX2-5/GJC2/ADRB2/STC1/TNFRSF11A/RGS9/ATP1B2/ADORA2A/CALM1/LPAR3/CXCL12/GLRX/PRSS8/CX3CL1/ABCB1/CCL5/LEP/SLC38A3/WNK4/DRD2/P2RX2/RELN",63
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","34/1842","48/4998",1.62804552949457e-06,4.27415264763769e-05,3.27887025794696e-05,"CCL8/TNFRSF14/C5AR1/CMKLR1/C3AR1/CCL4/EDN1/ICAM1/RARRES2/KITLG/PLA2G7/TNFSF18/CSF1/NCKAP1L/GAS6/AIF1/CD74/VEGFC/LGALS9/CCL3/CAMK1D/FPR2/TNFSF14/P2RY12/PTAFR/GPSM3/RAC2/CALR/CXCL12/TGFB1/CCL5/RIPOR2/CCR7/LBP",34
"GO:0003013","GO:0003013","circulatory system process","101/1842","189/4998",1.6340629987154e-06,4.27415264763769e-05,3.27887025794696e-05,"SCN1A/SPX/ELN/RAMP3/SCN1B/PDE2A/PDE3A/CACNA1H/KCNMB1/ADRA2A/KCNJ5/PIK3CG/CRP/C3AR1/HBEGF/HTR2B/HBB/ANK2/EDN1/ICAM1/CELF2/CTSG/KCNJ2/HEY2/TNNI3/RYR2/TNNT1/COMP/DBH/TMIGD3/COL4A3/ADORA3/KCNQ1/GAS6/FOXC1/KCNH2/APOE/PTPRO/PRKG1/VEGFC/PTGER2/CD34/GPER1/SEMA3A/SCN4B/GUCY1B1/ACE/PDE4B/GJC1/HRH2/UTS2B/KNG1/CLIC2/GUCY1A1/OR51E2/FLI1/TBXA2R/KCNK3/PDE5A/NOS1AP/P2RY1/EPHX2/CACNA1C/BVES/TBX2/SLC8A1/PTAFR/ADRA2B/AGTR1/ADRA1B/HTR1B/DOCK4/RAMP2/APLN/EDNRA/NKX2-5/ADRB2/STC1/WDR35/HTR7/DLL4/GATA4/RCAN1/PTP4A3/MIR23A/ADORA2A/CALM1/NFE2/BDKRB2/CXCL12/TGFB1/NOS3/NPPB/MYL4/HTR1D/KCNN2/MTNR1B/TACR3/LEP/DRD2/P2RX2",101
"GO:0030449","GO:0030449","regulation of complement activation","21/1842","25/4998",1.66730256154554e-06,4.27415264763769e-05,3.27887025794696e-05,"CR1/C4BPB/C5AR2/C5/CFI/C1QA/C5AR1/C1QB/C2/C7/C3AR1/C1R/A2M/C1QC/CFHR1/CPN2/PROS1/SUSD4/VTN/C1S/C8G",21
"GO:0032729","GO:0032729","positive regulation of interferon-gamma production","21/1842","25/4998",1.66730256154554e-06,4.27415264763769e-05,3.27887025794696e-05,"SLAMF6/IL12RB2/TLR8/IL18/TLR7/IL12RB1/TLR4/CD14/HLA-DPA1/BCL3/LGALS9/HLA-DPB1/HAVCR2/PDE4B/SASH3/CD226/RASGRP1/IL18R1/RIPK2/EBI3/IL27",21
"GO:0048247","GO:0048247","lymphocyte chemotaxis","21/1842","25/4998",1.66730256154554e-06,4.27415264763769e-05,3.27887025794696e-05,"CCL13/CH25H/CCL8/CXCL16/CCL2/CCL18/CCL3L1/CCL3L3/PIK3CG/CCL4/GAS6/CCL3/CCL4L1/CKLF/TNFSF14/GPR183/PIK3CD/SLC12A2/SAA1/CX3CL1/CCL5",21
"GO:2000257","GO:2000257","regulation of protein activation cascade","21/1842","25/4998",1.66730256154554e-06,4.27415264763769e-05,3.27887025794696e-05,"CR1/C4BPB/C5AR2/C5/CFI/C1QA/C5AR1/C1QB/C2/C7/C3AR1/C1R/A2M/C1QC/CFHR1/CPN2/PROS1/SUSD4/VTN/C1S/C8G",21
"GO:0006816","GO:0006816","calcium ion transport","86/1842","156/4998",1.83116941845367e-06,4.66272266685451e-05,3.57695757119349e-05,"MCOLN2/RAMP3/TRPA1/SLC24A4/CCL8/CACNA2D4/PDE2A/NALCN/WNT3A/CD84/CACNB4/P2RX5/CCL2/CACNA1H/MCOLN3/ADRA2A/FGF14/LILRB1/PIK3CG/LILRB2/CCL4/HTR2B/ANK2/PKD1L3/ICAM1/IL16/RGN/RYR2/TRPC6/GRIN2C/F2RL3/CD4/PTPRC/GAS6/GJA4/BEST1/MYO5A/GPER1/CCL3/TRPM2/PRKCB/PDE4B/CYSLTR1/CLIC2/CACNA2D2/ARRB2/P2RY12/JPH4/TRPM6/NOS1AP/PKD2L1/CACNA1C/CEMIP/GCK/SLC8A1/APLNR/PDGFRB/CACNB1/RRAD/RAMP2/CASK/GJC2/STC1/RASA3/CCR5/RGS9/ADORA2A/CALM1/CACNA1I/LPAR3/ERO1A/CXCL12/TGFB1/JPH3/NOS3/CX3CL1/SLN/MRLN/CCL5/GEM/REM2/TRPC5/ATP2C2/DRD2/CCR7/P2RX2",86
"GO:0002673","GO:0002673","regulation of acute inflammatory response","29/1842","39/4998",1.93558844636838e-06,4.89574837701442e-05,3.75572073979549e-05,"CR1/C4BPB/FCGR2B/C5AR2/C5/CFI/C1QA/C5AR1/FCER1G/C1QB/C2/C7/PIK3CG/C3AR1/C1R/A2M/C1QC/CFHR1/CPN2/NLRP3/OSM/PROS1/SUSD4/VTN/IL6ST/C1S/TNFRSF11A/C8G/CCR7",29
"GO:0042060","GO:0042060","wound healing","110/1842","210/4998",2.02808103886797e-06,5.09572149765899e-05,3.90912796965489e-05,"FGF10/C4BPB/PDPN/WNT3A/SPAAR/ABCC8/MYMK/P2RX5/APOD/ADTRP/WNT5B/ADRA2A/FCER1G/MYOD1/PIK3R6/VWF/PIK3CG/F13A1/HBEGF/HBB/DGKE/EDN1/IGF1/PF4V1/A2M/SYT11/SYK/PECAM1/TLR4/TRPC6/GNA14/ERBB4/DGKH/HBG2/REG3G/GNA15/CD36/F2RL3/CD44/PLEK/LCP2/PIK3R5/GAS6/NDNF/APOE/PRKG1/WAS/CD34/CPQ/PRKCB/CCM2L/PRKACB/FERMT3/DGKG/SH2B3/GPR4/KNG1/ADAMTS18/LARGE1/ARRB2/PROS1/SERPINA1/WFDC1/TBXA2R/P2RY12/PIK3CD/ENPP4/P2RY1/TGFB3/VTN/CD40/ADRA2B/ITGA9/PDGFRB/GP5/CASK/DCN/SMOC2/DOCK6/F3/GATA4/VAV1/MAFF/ENTPD1/ADORA2A/NFE2/SAA1/LMAN1/SCARB1/TSPAN32/TGFB1/HIST1H3G/NOS3/HIST1H3E/CX3CL1/SDC1/ITGB3/HIST1H3A/APOA5/GP9/NOV/EREG/WNT10B/GATA1/PROCR/LOX/TFPI/F2RL2/P2RX2/HBE1",110
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","39/1842","58/4998",2.26475648994759e-06,5.60525191287723e-05,4.30000875041077e-05,"CR1/HLA-F/C4BPB/CD28/FCGR2B/TNFSF13B/IL18/FCER1G/LILRB1/HLA-B/IL12RB1/IL1RL1/HLA-A/IL33/IL10/CD4/PTPRC/RIPK3/WAS/HAVCR2/MEF2C/NLRP3/SASH3/CD226/CD40/FCER2/JAK3/IL18R1/HLX/ARG1/PRKCZ/FOXJ1/BCL6/RIPK2/TGFB1/CLC/IL27/NLRP10/C17orf99",39
